,path,query,alt,src
166,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers0.jpeg,photo of two fingers,"2 Fingers Images – Browse 330,870 Stock Photos, Vectors, and Video | Adobe  Stock",https://t4.ftcdn.net/jpg/01/38/28/19/360_F_138281987_ycmBtfTo9Ie4Ew23ON8fXJql879YQhjF.jpg
167,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger9.png,photo of one finger,One-Finger Icons - Free SVG & PNG One-Finger Images - Noun Project,https://static.thenounproject.com/png/73717-200.png
168,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers3.jpeg,photo of woman showing three fingers,"Smiling Business Woman Showing Three Fingers Of One Hand Stock Photo,  Picture and Royalty Free Image. Image 10174938.",https://previews.123rf.com/images/stylephotographs/stylephotographs1108/stylephotographs110800008/10174938-smiling-business-woman-showing-three-fingers-of-one-hand.jpg
169,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers1.jpeg,photo of two fingers,Hand with two fingers up Royalty Free Vector Image,https://cdn5.vectorstock.com/i/1000x1000/20/99/hand-with-two-fingers-up-vector-21162099.jpg
170,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers4.jpeg,photo of woman showing three fingers,"Happy African American Woman Showing Three Fingers Stock Photo - Download  Image Now - Number 3, Finger, One Woman Only - iStock",https://media.istockphoto.com/id/1302419850/photo/happy-african-american-woman-showing-three-fingers.jpg?s=1024x1024&w=is&k=20&c=15hsmfd53RI5rVAf-35zaTZuw4nzgV62UYgiXqNBmPU=
171,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers7.jpeg,photo of three fingers,"Three Fingers Up Hand Gesture Icon Image Vector Illustration Design Royalty  Free SVG, Cliparts, Vectors, and Stock Illustration. Image 93451721.",https://previews.123rf.com/images/yupiramos/yupiramos1801/yupiramos180107732/93451721-three-fingers-up-hand-gesture-icon-image-vector-illustration-design.jpg
172,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers5.jpeg,photo of woman showing three fingers,"Happy Woman Showing 3 Fingers Gesture Stock Photo, Picture and Royalty Free  Image. Image 43490302.",https://previews.123rf.com/images/9nong/9nong1508/9nong150800083/43490302-happy-woman-showing-3-fingers-gesture.jpg
173,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers8.jpeg,photo of three fingers,Hand showing three fingers gesture Royalty Free Vector Image,https://cdn5.vectorstock.com/i/1000x1000/76/59/hand-showing-three-fingers-gesture-vector-19527659.jpg
174,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers6.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t4.ftcdn.net/jpg/02/81/45/47/360_F_281454751_cscb72ZePzyypmHrwkzYIifEB6d2UYbw.jpg
175,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers9.jpeg,photo of three fingers,"Finger Gesture Vector Hd PNG Images, Ink Three Finger Gesture, Ink, Three  Fingers, Gesture PNG Image For Free Download | Drawing people, How to draw  fingers, Drawings",https://i.pinimg.com/736x/c1/45/a7/c145a7dc8c746855693b127489d31932.jpg
176,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers7.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t3.ftcdn.net/jpg/05/13/23/42/360_F_513234295_3xpXsCSbFyU1XFUa0v2a6qaQ0qbYrTEx.jpg
177,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers2.jpeg,photo of two fingers,"A Hand Sign Of 2 Fingers Point Upward Meaning Two, Second, Etc. With White  Background Stock Photo, Picture and Royalty Free Image. Image 61442786.",https://previews.123rf.com/images/pongcpre/pongcpre1607/pongcpre160700041/61442786-a-hand-sign-of-2-fingers-point-upward-meaning-two-second-etc-with-white-background.jpg
178,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers8.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t4.ftcdn.net/jpg/03/29/34/37/360_F_329343760_bEjEhpbqPhoKrd5P1Lmgqp5SILtTtEpL.jpg
179,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers3.jpeg,photo of two fingers,Hand with two fingers up Royalty Free Vector Image,https://cdn5.vectorstock.com/i/1000x1000/60/24/hand-with-two-fingers-up-vector-20796024.jpg
180,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers4.jpeg,photo of two fingers,"Victory Stock Photo - Download Image Now - Peace Sign - Gesture, Two Fingers,  Symbols Of Peace - iStock",https://media.istockphoto.com/id/493613185/photo/victory.jpg?s=612x612&w=0&k=20&c=Cclh5EerWygKdd34YdRerabRvfq6owD-N-FCoSMaiMg=
181,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers9.jpeg,photo of woman showing three fingers,"10,401 Woman Showing 3 Fingers Images, Stock Photos, 3D objects, & Vectors  | Shutterstock",https://www.shutterstock.com/image-photo/photo-wavy-curly-charming-fascinating-260nw-1522343618.jpg
182,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers5.jpeg,photo of two fingers,"Hand with Two Fingers Up in the Peace or Victory Symbol Stock Photo - Image  of pair, peace: 30341614",https://thumbs.dreamstime.com/b/hand-two-fingers-up-peace-victory-symbol-hand-two-fingers-up-peace-victory-symbol-also-sign-191119765.jpg
183,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers6.jpeg,photo of two fingers,Hand Two Fingers Peace Victory Symbol Stock Photo 123964534 | Shutterstock,https://www.shutterstock.com/shutterstock/photos/123964534/display_1500/stock-photo-hand-with-two-fingers-up-in-the-peace-or-victory-symbol-also-the-sign-for-the-letter-v-in-sign-123964534.jpg
184,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers7.jpeg,photo of two fingers,"590+ Two Fingers Illustrations, Royalty-Free Vector Graphics & Clip Art -  iStock | Two fingers up, Holding up two fingers, Hand two fingers",https://media.istockphoto.com/id/469390342/vector/peace-sign.jpg?s=612x612&w=0&k=20&c=EFkcpL6iTsfVqlCl6k3EqxZP3McZW27W3rhBLFyqWpI=
185,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers8.jpeg,photo of two fingers,"Vintage Pop Art Two Fingers Up Gesture. Stock Vector - Illustration of  knuckle, aggression: 37021341",https://thumbs.dreamstime.com/z/vintage-pop-art-two-fingers-up-gesture-great-illustration-comic-book-style-gesturing-negative-dissatisfaction-37021341.jpg
186,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of two fingers/photooftwofingers9.png,photo of two fingers,Two fingers - Free hands and gestures icons,https://cdn-icons-png.flaticon.com/512/3179/3179291.png
187,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup0.jpeg,photo of thumbs up,"Thumbs Up Emoji Images – Browse 12,475 Stock Photos, Vectors, and Video |  Adobe Stock",https://t4.ftcdn.net/jpg/04/89/39/47/360_F_489394725_Oox6jg48u2K0FSk4RlPCzqkU7Qvu2BSu.jpg
188,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup1.jpeg,photo of thumbs up,"228,500+ Thumbs Up Stock Photos, Pictures & Royalty-Free Images - iStock | Thumbs  up icon, Thumbs up emoji, Thumbs up isolated",https://media.istockphoto.com/id/1175303918/vector/like-icon-vector-design.jpg?s=612x612&w=0&k=20&c=3dFZEggnAyodAcj9sSnnUvSZ69LQbE9kZof7vgGvAgs=
189,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown0.jpeg,photo of thumbs down,"Thumbs Down Emoji Images – Browse 8,964 Stock Photos, Vectors, and Video |  Adobe Stock",https://t4.ftcdn.net/jpg/05/08/38/47/360_F_508384795_AaOb8TQgvq6BqOCbMXtAgEKZJofEXPOn.jpg
190,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown1.jpeg,photo of thumbs down,"830+ Thumbs Down Clipart Illustrations, Royalty-Free Vector Graphics & Clip  Art - iStock",https://media.istockphoto.com/id/1456527662/vector/thumbs-down-icon-with-reflection-on-white-background.jpg?s=612x612&w=0&k=20&c=Vg4OYR3zV5xkTG0fnPCt0H7smGKzBIq8fdgh4yLWI4Y=
191,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup2.png,photo of thumbs up,"thumbs up"" Emoji - Download for free – Iconduck",https://static-00.iconduck.com/assets.00/thumbs-up-emoji-1905x2048-yh44rgtn.png
192,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown2.jpeg,photo of thumbs down,"Thumbs Down Emoji Images – Browse 8,964 Stock Photos, Vectors, and Video |  Adobe Stock",https://t3.ftcdn.net/jpg/05/60/35/16/360_F_560351622_lYIIsAMTp45cLUwrwyOJSaWaDw28BG1S.jpg
193,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup3.jpeg,photo of thumbs up,"Thumbs Up Emoji Images – Browse 12,475 Stock Photos, Vectors, and Video |  Adobe Stock",https://t4.ftcdn.net/jpg/05/56/96/27/360_F_556962752_l2mTz4aZlYaVddsSJtK3eytRwEnBbnv3.jpg
194,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup4.jpeg,photo of thumbs up,"73,510 Thumbs Up Stock Photos, High-Res Pictures, and Images - Getty Images",https://media.gettyimages.com/id/182509947/photo/thumbs-up.jpg?s=612x612&w=gi&k=20&c=tfg2RbBfwUM01qh2Nza9hC54i9jB3_GZ4M-wX1oRNmM=
195,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup5.jpeg,photo of thumbs up,Thumb signal - Wikipedia,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Beijing_bouddhist_monk_2009_IMG_1486.JPG/1200px-Beijing_bouddhist_monk_2009_IMG_1486.JPG
196,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup6.jpeg,photo of thumbs up,Thumb Up Pictures | Download Free Images on Unsplash,https://plus.unsplash.com/premium_photo-1671028545792-f3a4c084f807?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8dGh1bWIlMjB1cHxlbnwwfHwwfHx8MA%3D%3D
197,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown3.png,photo of thumbs down,Thumbs Down Emoji (U+1F44E),https://s3.amazonaws.com/pix.iemoji.com/images/emoji/apple/ios-12/256/thumbs-down.png
198,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown4.png,photo of thumbs down,Thumb down - Free social icons,https://cdn-icons-png.flaticon.com/512/1633/1633636.png
199,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown5.png,photo of thumbs down,Thumbs down gestures emoji Clipart PNG - Similar PNG,https://image.similarpng.com/very-thumbnail/2020/08/Thumbs-down-gestures-emoji-Clipart-PNG.png
200,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup7.png,photo of thumbs up,"Download Thumbs Up, Emoji, Smiley. Royalty-Free Vector Graphic - Pixabay",https://cdn.pixabay.com/photo/2022/12/11/04/11/thumbs-up-7648171_1280.png
201,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown6.webp,photo of thumbs down,"Thumbs down Stock Photos, Royalty Free Thumbs down Images | Depositphotos",https://static3.depositphotos.com/1000201/103/i/450/depositphotos_1031409-stock-photo-thumbs-down.jpg
202,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown7.jpeg,photo of thumbs down,"340+ Thumbs Down Emoji Illustrations, Royalty-Free Vector Graphics & Clip  Art - iStock | Thumbs down emoji vector",https://media.istockphoto.com/id/1316208739/vector/red-thumb-down-icon-isolated-on-white-background-dislike-button-social-media-icon-vector.jpg?s=612x612&w=0&k=20&c=4SA8ATamhjLQIF1l3MUhz4-LSyPCJ77mf19PtiGLVK8=
203,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup8.jpeg,photo of thumbs up,"Thumbs Up Photos, Download The BEST Free Thumbs Up Stock Photos & HD Images",https://images.pexels.com/photos/9486675/pexels-photo-9486675.jpeg?cs=srgb&dl=pexels-rocketmann-team-9486675.jpg&fm=jpg
204,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown8.png,photo of thumbs down,File:Thumbs down red.svg - Wikipedia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Thumbs_down_red.svg/1200px-Thumbs_down_red.svg.png
205,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs up/photoofthumbsup9.jpeg,photo of thumbs up,Thumbs up hand Royalty Free Vector Image - VectorStock,https://cdn3.vectorstock.com/i/1000x1000/62/82/thumbs-up-hand-vector-6366282.jpg
206,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of thumbs down/photoofthumbsdown9.jpeg,photo of thumbs down,"Thumbs Down Photos, Download The BEST Free Thumbs Down Stock Photos & HD  Images",https://images.pexels.com/photos/9486688/pexels-photo-9486688.jpeg?cs=srgb&dl=pexels-rocketmann-team-9486688.jpg&fm=jpg
207,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand0.jpeg,photo of hand,"Hand Gestures On White Background Stock Photo - Download Image Now - Back  Of Hand, Men, Cut Out - iStock",https://media.istockphoto.com/id/462795637/photo/hand-gestures-on-white-background.jpg?s=612x612&w=0&k=20&c=ulDdpg9LFazevuUDWjWgXgTe9v1K-4x76LW2We08YaY=
208,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand1.jpeg,photo of hand,Hand Drawing - How To Draw A Hand Step By Step,https://iheartcraftythings.com/wp-content/uploads/2021/04/Hand-DRAWING-%E2%80%93-STEP-10.jpg
209,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand2.jpeg,photo of hand,Closeup Backview Of Fingers And Thumb On White Counting Five Stock Photo -  Download Image Now - iStock,https://media.istockphoto.com/id/878155798/photo/close-up-backview-of-fingers-and-thumb-on-white-counting-five.jpg?s=612x612&w=0&k=20&c=4IicLjX8-lvoi1W_DIwb1qQDTc9H2rWETqFzqOE9Trw=
210,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand3.jpeg,photo of hand,Hand Images - Free Download on Freepik,https://img.freepik.com/free-vector/hand_1308-83887.jpg
211,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand4.jpeg,photo of hand,"9,225,206 Hand Stock Photos - Free & Royalty-Free Stock Photos from  Dreamstime",https://thumbs.dreamstime.com/b/woman-hand-23256808.jpg
212,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand5.jpeg,photo of hand,Hand model - Wikipedia,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hand_Model.jpg
213,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand6.jpeg,photo of hand,20+ Hands Pictures | Download Free Images on Unsplash,https://plus.unsplash.com/premium_photo-1666107278223-44299e033030?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8aGFuZHN8ZW58MHx8MHx8fDA%3D
214,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand7.jpeg,photo of hand,"Palm of man's hand. | Hand reference, Hand drawing reference, Body  reference drawing",https://i.pinimg.com/originals/16/3b/a5/163ba5058014b2b8aada92fc10947301.jpg
215,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand8.webp,photo of hand,"Hand Stock Photos, Royalty Free Hand Images | Depositphotos",https://st2.depositphotos.com/1743476/7762/i/450/depositphotos_77620065-stock-photo-female-hand-holding-something.jpg
216,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hand/photoofhand9.jpeg,photo of hand,"2,246,480 Hand Stock Photos, High-Res Pictures, and Images - Getty Images",https://media.gettyimages.com/id/1428022161/photo/female-hand-holding-a-virtual-card-with-your-fingers-on-a-white-background.jpg?s=612x612&w=gi&k=20&c=gudPjdY6ZnDEKA3YBon2npwSKBLPiPbTOed7tSpYRk0=
217,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand0.jpeg,hand,What Does a Hand Specialist Do? - Cary Orthopaedics,https://www.caryortho.com/wp-content/uploads/2020/04/What-Does-a-Hand-Specialist-Do.jpg
218,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand1.jpeg,hand,"Hand - Simple English Wikipedia, the free encyclopedia",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Human-Hands-Front-Back.jpg/640px-Human-Hands-Front-Back.jpg
219,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand2.jpeg,hand,Hand - Wikipedia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Palm%2C_fingers.jpg/150px-Palm%2C_fingers.jpg
220,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand3.jpeg,hand,"hand - Wiktionary, the free dictionary",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Paume_de_main.jpeg/800px-Paume_de_main.jpeg
221,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand6.jpeg,hand,How To Draw Hands - Step by Step Guide | 21 Draw,https://www.21-draw.com/wp-content/uploads/2022/07/how-to-draw-hands.jpg
222,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand7.jpeg,hand,Anatomy: Hand and Wrist - BID Needham,https://www.bidneedham.org/writable/images/Departments/Orthopeadic_Surgery/handanatomy.jpg
223,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hand/hand8.jpeg,hand,Hand model - Wikipedia,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hand_Model.jpg
